2025-05-23 09:51:31 | INFO     | ui_logger | Initializing the UI
2025-05-23 10:15:34 | INFO     | main logger | saved_files length: 0
2025-05-23 10:15:35 | INFO     | main logger | saved_files length: 0
2025-05-23 10:15:35 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:07 | INFO     | ui_logger | Initializing the UI
2025-05-23 10:16:07 | INFO     | ui_logger | UI initialized successfully
2025-05-23 10:16:14 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:14 | INFO     | main logger | clicked 1 times
2025-05-23 10:16:15 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:15 | INFO     | main logger | clicked 2 times
2025-05-23 10:16:15 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:15 | INFO     | main logger | clicked 3 times
2025-05-23 10:16:15 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:15 | INFO     | main logger | clicked 4 times
2025-05-23 10:16:20 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:20 | INFO     | main logger | clicked 5 times
2025-05-23 10:16:20 | INFO     | main logger | saved_files length: 0
2025-05-23 10:16:20 | INFO     | main logger | clicked 6 times
2025-05-23 10:17:10 | INFO     | main logger | saved_files length: 0
2025-05-23 10:17:10 | INFO     | main logger | clicked 7 times
2025-05-23 10:17:56 | INFO     | ui_logger | Initializing the UI
2025-05-23 10:17:56 | INFO     | ui_logger | UI initialized successfully
2025-05-23 11:41:17 | INFO     | ui_logger | Initializing the UI
2025-05-23 11:41:17 | INFO     | ui_logger | UI initialized successfully
2025-05-23 11:41:29 | INFO     | main logger | clicked 1 times
2025-05-23 11:41:29 | INFO     | main logger | clicked 2 times
2025-05-23 11:41:29 | INFO     | main logger | clicked 3 times
2025-05-23 11:41:29 | INFO     | main logger | clicked 4 times
2025-05-23 19:40:57 | INFO     | ui_logger | Initializing the UI
2025-05-23 19:40:57 | INFO     | ui_logger | UI initialized successfully
2025-05-23 19:41:16 | INFO     | main logger | File saved: data/upload/Cardiac_MRI_Report_Generation_Proposal.pdf
2025-05-23 19:41:25 | INFO     | main logger | File saved: data/upload/command-line-cheat-sheet-large01.png
2025-05-23 19:41:25 | INFO     | main logger | File saved: data/upload/07 Generative Models.pdf
2025-05-23 19:46:19 | INFO     | ui_logger | Initializing the UI
2025-05-23 19:46:19 | INFO     | ui_logger | UI initialized successfully
2025-05-23 19:46:27 | INFO     | main logger | File saved: data/upload/07 Generative Models.pdf
2025-05-23 19:46:31 | INFO     | main logger | File saved: data/upload/command-line-cheat-sheet-large01.png
2025-05-23 19:46:46 | INFO     | ui_logger | Initializing the UI
2025-05-23 19:46:46 | INFO     | ui_logger | UI initialized successfully
2025-05-23 19:46:53 | INFO     | main logger | File saved: data/upload/1706.03762v7.pdf
2025-05-23 19:46:58 | INFO     | main logger | File saved: data/upload/command-line-cheat-sheet-large01.png
2025-05-23 19:55:23 | INFO     | ui_logger | Initializing the UI
2025-05-23 19:55:23 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:06:31 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:06:31 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:06:50 | INFO     | main logger | File saved: data/upload/1706.03762v7.pdf
2025-05-23 20:06:50 | INFO     | main logger | File saved: data/upload/07 Generative Models.pdf
2025-05-23 20:07:10 | WARNING  | main logger | Unsupported file type: command-line-cheat-sheet-large01.png
2025-05-23 20:07:10 | INFO     | main logger | File saved: data/upload/ecefb2b2-efcb-45f3-b72b-212d90fcd873.pdf
2025-05-23 20:07:10 | WARNING  | main logger | Unsupported file type: Computer Vision [LAB 1].pptx
2025-05-23 20:09:55 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:09:55 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:10:08 | WARNING  | main logger | Unsupported file type: command-line-cheat-sheet-large01.png
2025-05-23 20:10:23 | INFO     | main logger | File saved: data/upload/Mohamed Ahmed Resume .docx
2025-05-23 20:10:53 | INFO     | main logger | File saved: data/upload/Cardiac_MRI_Report_Generation_Proposal.pdf
2025-05-23 20:11:56 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:11:56 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:12:10 | INFO     | main logger | File saved: data/upload/1706.03762v7.pdf
2025-05-23 20:12:47 | INFO     | main logger | File saved: data/upload/transformers-for-natural-language-processing.pdf
2025-05-23 20:13:05 | INFO     | main logger | File saved: data/upload/Deep_Learning_with_PyTorch_1.pdf
2025-05-23 20:14:53 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:14:53 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:15:08 | INFO     | main logger | File saved: data/upload/Deep_Learning_with_PyTorch_1.pdf
2025-05-23 20:15:08 | INFO     | main logger | File saved: data/upload/git_cheat_sheet (1).pdf
2025-05-23 20:15:34 | WARNING  | main logger | Unsupported file type: kaggle.json
2025-05-23 20:42:45 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:42:45 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:43:42 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:43:42 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:44:10 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:44:10 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:48:18 | INFO     | main logger | User sent a query
2025-05-23 20:48:18 | INFO     | main logger | LLM responsed
2025-05-23 20:48:19 | INFO     | main logger | User sent a query
2025-05-23 20:48:19 | INFO     | main logger | LLM responsed
2025-05-23 20:50:05 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:50:05 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:51:31 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:51:31 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:53:36 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:53:36 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:54:05 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:54:05 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:54:49 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:54:49 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:54:59 | INFO     | main logger | File saved: data/upload/ML+Cheat+Sheet_2.pdf
2025-05-23 20:54:59 | INFO     | main logger | File saved: data/upload/Jupyterlab_Cheat_Sheet.pdf
2025-05-23 20:54:59 | INFO     | main logger | File saved: data/upload/git_cheat_sheet (1).pdf
2025-05-23 20:55:06 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:55:06 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:55:41 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:55:41 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:55:48 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 20:55:48 | INFO     | main logger | File saved: data/upload/git_cheat_sheet (1).pdf
2025-05-23 20:55:55 | INFO     | main logger | User sent a query
2025-05-23 20:55:55 | INFO     | main logger | LLM responsed
2025-05-23 20:56:10 | INFO     | main logger | File saved: data/upload/Deep_Learning_with_PyTorch_1.pdf
2025-05-23 20:56:17 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:18 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:18 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:18 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:18 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:19 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:56:35 | INFO     | main logger | File saved: data/upload/Jupyterlab_Cheat_Sheet.pdf
2025-05-23 20:56:35 | INFO     | main logger | File saved: data/upload/Deep_Learning_with_PyTorch_1.pdf
2025-05-23 20:56:42 | INFO     | main logger | Cleared uploaded files
2025-05-23 20:57:12 | INFO     | ui_logger | Initializing the UI
2025-05-23 20:57:12 | INFO     | ui_logger | UI initialized successfully
2025-05-23 20:57:24 | INFO     | main logger | File saved: data/upload/git-cheat-sheet-education.pdf
2025-05-23 20:57:24 | INFO     | main logger | File saved: data/upload/Deep_Learning_with_PyTorch_1.pdf
2025-05-23 20:57:24 | INFO     | main logger | File saved: data/upload/Keras_Cheat_Sheet_gssmi8.pdf
2025-05-23 20:57:26 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:00:51 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:00:51 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:00:58 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:00:58 | INFO     | main logger | File saved: ML+Cheat+Sheet_2.pdf
2025-05-23 21:00:58 | INFO     | main logger | File saved: git_cheat_sheet.pdf
2025-05-23 21:01:03 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:01:09 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:01:09 | INFO     | main logger | File saved: Matplotlib_Cheat_Sheet.pdf
2025-05-23 21:01:09 | INFO     | main logger | File saved: Data_Wrangling_Cheat_Sheet.pdf
2025-05-23 21:01:09 | INFO     | main logger | File saved: Numpy_Cheat_Sheet.pdf
2025-05-23 21:01:09 | INFO     | main logger | File saved: git_cheat_sheet.pdf
2025-05-23 21:01:25 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:01:34 | INFO     | main logger | File saved: git-cheat-sheet-education.pdf
2025-05-23 21:01:34 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:01:34 | INFO     | main logger | File saved: Deep_Learning_with_PyTorch_1.pdf
2025-05-23 21:01:34 | INFO     | main logger | File saved: Keras_Cheat_Sheet_gssmi8.pdf
2025-05-23 21:01:34 | INFO     | main logger | File saved: git_cheat_sheet (1).pdf
2025-05-23 21:01:43 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:06:46 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:06:46 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:06:56 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:06:56 | ERROR    | main logger | Failed to save file Matplotlib_Cheat_Sheet.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:06:56 | ERROR    | main logger | Failed to save file ML+Cheat+Sheet_2.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:06:56 | ERROR    | main logger | Failed to save file git_cheat_sheet (1).pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:06:59 | INFO     | main logger | User sent a query
2025-05-23 21:06:59 | INFO     | main logger | LLM responsed
2025-05-23 21:07:04 | ERROR    | main logger | Failed to save file Keras_Cheat_Sheet_gssmi8.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:09 | ERROR    | main logger | Failed to save file Open_AI_Python.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:18 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:07:18 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:07:33 | ERROR    | main logger | Failed to save file git-cheat-sheet-education.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:33 | ERROR    | main logger | Failed to save file Matplotlib_Cheat_Sheet.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:33 | ERROR    | main logger | Failed to save file Data_Wrangling_Cheat_Sheet.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:33 | ERROR    | main logger | Failed to save file Conda_Cheat_Sheet_1.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:07:35 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:07:38 | ERROR    | main logger | Failed to save file Deep_Learning_with_PyTorch_1.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:08:55 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:08:55 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:09:04 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:09:04 | ERROR    | main logger | Failed to save file git_cheat_sheet.pdf: list.append() takes exactly one argument (0 given)
2025-05-23 21:09:24 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:09:24 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:09:31 | INFO     | main logger | File saved: git-cheat-sheet-education.pdf
2025-05-23 21:09:31 | INFO     | main logger | File saved: Jupyterlab_Cheat_Sheet.pdf
2025-05-23 21:09:35 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:09:39 | INFO     | main logger | File saved: ML+Cheat+Sheet_2.pdf
2025-05-23 21:09:39 | INFO     | main logger | File saved: Jupyterlab_Cheat_Sheet.pdf
2025-05-23 21:09:41 | INFO     | main logger | Cleared uploaded files
2025-05-23 21:09:53 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:09:53 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:10:01 | INFO     | main logger | File saved: ML+Cheat+Sheet_2.pdf
2025-05-23 21:10:01 | INFO     | main logger | File saved: Jupyterlab_Cheat_Sheet.pdf
2025-05-23 21:10:39 | INFO     | ui_logger | Initializing the UI
2025-05-23 21:10:39 | INFO     | ui_logger | UI initialized successfully
2025-05-23 21:10:44 | INFO     | main logger | File saved: git-cheat-sheet-education.pdf
2025-05-23 21:10:44 | INFO     | main logger | File saved: Keras_Cheat_Sheet_gssmi8.pdf
2025-05-23 21:10:52 | WARNING  | main logger | Unsupported file type: git-cheat-sheet-large01.png
2025-05-23 21:11:02 | INFO     | main logger | File saved: Matplotlib_Cheat_Sheet.pdf
2025-05-23 21:11:02 | INFO     | main logger | File saved: Jupyterlab_Cheat_Sheet.pdf
2025-05-23 21:11:02 | INFO     | main logger | File saved: Pandas_Cheat_Sheet.pdf
2025-05-23 21:11:02 | INFO     | main logger | File saved: Numpy_Cheat_Sheet.pdf
2025-05-23 21:11:11 | INFO     | main logger | File saved: Conda_Cheat_Sheet_1.pdf
2025-05-23 21:11:14 | INFO     | main logger | Cleared uploaded files
2025-05-25 21:52:08 | ERROR    | retrieval | Error loading FAISS index: The de-serialization relies loading a pickle file. Pickle files can be modified to deliver a malicious payload that results in execution of arbitrary code on your machine.You will need to set `allow_dangerous_deserialization` to `True` to enable deserialization. If you do this, make sure that you trust the source of the data. For example, if you are loading a file that you created, and know that no one else has modified the file, then this is safe to do. Do not set this to `True` if you are loading a file from an untrusted source (e.g., some random site on the internet.).
2025-05-25 22:34:33 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 22:34:35 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 22:34:35 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 22:43:07 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 22:43:10 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 22:43:10 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 22:43:10 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 22:48:17 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 22:48:18 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 22:48:18 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 22:48:18 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 22:48:18 | INFO     | ui_logger | Initializing the UI
2025-05-25 22:48:18 | INFO     | ui_logger | UI initialized successfully
2025-05-25 22:48:45 | ERROR    | main logger | Failed to save file 1706.03762v7.pdf: `pypdf` package not found, please install it with `pip install pypdf`
2025-05-25 22:48:45 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 22:48:51 | INFO     | main logger | User sent a query
2025-05-25 22:48:52 | ERROR    | rag_pipeline | Error generating response: 402 Client Error: Payment Required for url: https://router.huggingface.co/hf-inference/models/meta-llama/Llama-3.2-1B-Instruct/v1/chat/completions (Request ID: Root=1-68337424-3b6637d1573a5ef978e6ba54;bd309c67-6627-48ab-8b1a-0674382f820e)

You have exceeded your monthly included credits for Inference Providers. Subscribe to PRO to get 20x more monthly included credits.
2025-05-25 22:48:52 | INFO     | main logger | LLM responsed
2025-05-25 22:49:01 | INFO     | main logger | User sent a query
2025-05-25 22:49:02 | ERROR    | rag_pipeline | Error generating response: 402 Client Error: Payment Required for url: https://router.huggingface.co/hf-inference/models/meta-llama/Llama-3.2-1B-Instruct/v1/chat/completions (Request ID: Root=1-6833742e-271e25613b9217f12ad20318;753a400e-4ed8-4de9-a0f7-89b33882b101)

You have exceeded your monthly included credits for Inference Providers. Subscribe to PRO to get 20x more monthly included credits.
2025-05-25 22:49:02 | INFO     | main logger | LLM responsed
2025-05-25 23:10:32 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 23:10:33 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 23:10:33 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 23:10:33 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 23:10:33 | INFO     | ui_logger | Initializing the UI
2025-05-25 23:10:33 | INFO     | ui_logger | UI initialized successfully
2025-05-25 23:11:34 | INFO     | main logger | User sent a query
2025-05-25 23:11:38 | INFO     | main logger | User sent a query
2025-05-25 23:11:40 | INFO     | main logger | User sent a query
2025-05-25 23:11:41 | INFO     | main logger | User sent a query
2025-05-25 23:11:41 | INFO     | main logger | User sent a query
2025-05-25 23:11:50 | ERROR    | main logger | Failed to save file Cardiac_MRI_Report_Generation_Proposal.pdf: The de-serialization relies loading a pickle file. Pickle files can be modified to deliver a malicious payload that results in execution of arbitrary code on your machine.You will need to set `allow_dangerous_deserialization` to `True` to enable deserialization. If you do this, make sure that you trust the source of the data. For example, if you are loading a file that you created, and know that no one else has modified the file, then this is safe to do. Do not set this to `True` if you are loading a file from an untrusted source (e.g., some random site on the internet.).
2025-05-25 23:11:50 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 23:11:53 | INFO     | main logger | User sent a query
2025-05-25 23:22:13 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 23:22:16 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 23:22:16 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 23:22:16 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 23:22:16 | INFO     | ui_logger | Initializing the UI
2025-05-25 23:22:16 | INFO     | ui_logger | UI initialized successfully
2025-05-25 23:22:30 | INFO     | main logger | User sent a query
2025-05-25 23:22:32 | INFO     | main logger | User sent a query
2025-05-25 23:22:33 | INFO     | main logger | User sent a query
2025-05-25 23:23:48 | INFO     | main logger | File saved: ecefb2b2-efcb-45f3-b72b-212d90fcd873.pdf
2025-05-25 23:23:48 | INFO     | retrieval | retriever type: <class 'langchain_core.vectorstores.base.VectorStoreRetriever'>
2025-05-25 23:30:02 | INFO     | rag_pipeline | [INFO] Initializing dummy embeddings...
2025-05-25 23:30:02 | INFO     | rag_pipeline | [SUCCESS] Dummy FAISS index created at: ./data/faiss
2025-05-25 23:30:02 | INFO     | rag_pipeline | [INFO] Models initialized successfully.
2025-05-25 23:30:02 | INFO     | retrieval | FAISS index loaded successfully from ./data/faiss
2025-05-25 23:30:03 | INFO     | ui_logger | Initializing the UI
2025-05-25 23:30:03 | INFO     | ui_logger | UI initialized successfully
2025-05-25 23:31:06 | INFO     | main logger | User sent a query
2025-05-25 23:31:08 | INFO     | main logger | User sent a query
2025-05-25 23:31:09 | INFO     | main logger | User sent a query
2025-05-25 23:31:09 | INFO     | main logger | User sent a query
